Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
754.0,1127.5,314.7428571432829,3.852,3.664,1725.9022857137024,2420.19,7591.19,358
894.0,1029.76,275.4285714291036,3.808,3.678,1515.2091428563,2168.35,7905.89,214
617.0,1548.0,459.0,3.912,3.558,2960.2819999996573,3824.28,8288.28,488
191.0,1981.75,659.2000000001863,3.99,3.457,4342.774999999907,5300.38,8775.66,917
34.0,2217.25,734.375,3.997,3.417,4985.25,5972.22,9449.16,1074
1009.0,1100.61,289.7142857145518,3.8,3.683,1618.0342857148498,2312.32,8140.38,99
177.0,2031.94,715.2000000001863,3.997,3.431,4508.35999999987,5444.36,8694.53,931
599.0,1572.04,458.5714285708964,3.905,3.566,3002.3499999996275,3860.35,8177.38,509
964.0,1072.69,292.51948052085936,3.828,3.665,1632.8129999991506,2276.31,7908.66,148
383.0,1717.03,508.0,3.958,3.518,3482.35899999924,4400.36,8368.42,725
454.0,1693.76,502.80449999962,3.958,3.729,3318.375,4270.02,8380.2,659
683.0,1364.19,356.0,3.836,3.63,2254.712999999523,3104.31,8087.75,425
982.0,903.62,221.40674999915063,3.771,3.822,826.5,1526.06,8746.88,126
45.0,2208.0,835.219000000041,4.046,3.378,5062.344000000041,6028.34,9171.31,1060
626.0,1468.44,377.6999999992549,3.857,3.61,2593.143999999389,3464.34,8252.09,482
896.0,1117.69,307.19999999925494,3.839,3.653,1736.320000000298,2420.32,7830.3,218
912.0,1104.0,303.9428571444005,3.839,3.67,1710.5747142825276,2384.29,8144.29,196
647.0,1234.37,346.0,3.874,3.96,892.8914285693318,1628.32,6666.34,465
951.0,1158.25,309.2727272734046,3.818,3.664,1754.3440000005066,2492.34,7786.66,157
565.0,1531.44,397.3714285716415,3.873,3.419,2779.574999999255,3636.0,8322.31,543
1100.0,919.94,239.25,3.793,3.696,1259.3129999991506,1844.31,7526.31,14
242.0,1931.62,631.2000000001863,3.981,3.471,4208.343999999575,5156.34,8936.34,861
793.0,1306.34,360.9000000003725,3.858,3.633,2222.351999999956,2996.35,7985.66,315
130.0,2067.0,718.3999999999069,3.998,3.433,4630.759000000078,5588.36,8954.62,978
458.0,1692.0,500.0,3.942,3.533,3428.3120000008494,4328.31,8396.31,676
258.0,1880.16,523.2000000001863,3.931,3.514,3925.0579999992624,4868.26,8715.68,850
127.0,2055.8,718.7999999998137,3.993,3.429,4616.35999999987,5552.36,9031.72,987
210.0,2004.0,679.2000000001863,3.988,3.453,4436.319999999832,5372.32,8828.32,895
1001.0,1021.44,275.6043956056237,3.817,3.674,1494.6607142854482,2132.38,7684.38,113
992.0,1040.0,277.7142857145518,3.797,3.678,1511.327750001103,2168.31,7540.75,116
386.0,1728.25,462.0,3.917,3.545,3435.511999999173,4364.31,8438.3,722
469.0,1677.72,507.0,3.948,3.524,3334.759000001475,4220.36,8201.5,639
447.0,1712.61,460.0,3.897,3.554,3349.144000001252,4256.34,8592.34,661
1106.0,919.12,228.2571428567171,3.77,3.702,1218.811999997124,1808.31,7231.31,2
1008.0,881.79,218.4285714291036,3.765,3.682,2024.38399999775,3176.38,14696.13,100
605.0,1572.0,459.0,3.902,3.559,2996.359999999404,3860.36,8432.36,529
788.0,1236.0,339.3333333339542,3.883,3.635,2024.3129999991504,2780.31,7676.31,317
776.0,1328.75,365.4000000003725,3.866,3.62,2260.8834285717458,3032.31,7929.38,332
584.0,1323.81,371.6999999992549,3.896,3.617,2264.375,3068.38,7755.81,528
478.0,1559.33,443.1428571427241,3.931,3.548,2996.351999999956,3860.35,8197.47,636
80.0,2150.81,760.8000000000466,3.987,3.411,4868.312000000151,5804.31,9214.05,1028
64.0,2160.0,784.8000000000466,4.008,3.399,4970.316000000108,5912.32,9224.32,1044
436.0,1714.72,517.0,3.95,3.518,3464.3520000008866,4364.35,8216.64,672
1086.0,900.0,243.0,3.804,3.707,1209.875,1772.38,7388.38,22
1073.0,962.06,246.4411764703691,3.783,3.695,1317.875,1916.38,7331.56,35
454.0,1719.14,522.0,3.953,3.517,3494.3520000008866,4400.35,8253.47,654
1064.0,1021.88,276.0,3.801,3.673,1466.375,2096.38,7845.94,44
968.0,1063.75,289.5584415588528,3.827,3.665,1602.6297142859548,2240.34,7823.44,144
293.0,1873.5,605.5999999996275,3.972,3.478,3974.375,4904.38,8433.88,815
355.0,1801.57,552.7999999998137,3.962,3.507,3766.6250000009313,4688.23,8686.08,753
262.0,1920.0,638.0,3.982,3.466,4172.351999999955,5084.35,8648.35,843
54.0,2190.12,804.0,4.045,3.387,5027.438000000082,6014.44,9257.44,1054
432.0,1692.0,501.4285714281723,3.945,3.53,3446.3160000005737,4328.32,8679.74,671
445.0,1712.61,524.0,3.956,3.515,3454.6869999989867,4366.69,8254.14,663
778.0,1323.69,372.0,3.873,3.602,2240.3120000008494,3032.31,8089.06,330
282.0,1898.16,542.0,3.927,3.511,3968.343000000343,4904.34,8863.72,826
1049.0,1002.28,267.42857142724097,3.805,3.686,1425.8440000005066,2060.38,7254.16,59
149.0,2024.91,596.0,3.953,3.477,4407.575000000186,5372.38,8886.0,959
826.0,1078.84,288.9350649341941,3.818,3.669,1607.772571431473,2276.34,7897.62,282
425.0,1747.12,538.0,3.957,3.516,3554.344000001438,4436.34,8328.53,683
962.0,1103.94,299.53246753290296,3.815,3.667,1664.375,2348.38,7582.12,146
566.0,1617.69,483.0,3.928,3.534,3140.3120000008494,4004.31,8180.81,547
130.0,2059.33,613.2000000001863,3.956,3.468,4515.543000000063,5480.34,9029.02,978
729.0,1284.0,354.0,3.889,3.62,2162.3120000008494,2924.31,7676.31,376
234.0,1930.34,627.2000000001863,3.982,3.475,4178.342999999877,5120.34,8734.88,874
810.0,1207.39,330.6666666660458,3.861,3.635,1967.7725714296105,2708.34,7976.55,304
796.0,1127.74,303.2571428567171,3.831,3.667,1741.4938571434468,2420.35,8075.87,312
506.0,1621.8,470.0,3.93,3.551,3170.35099999886,4040.35,8055.2,602
597.0,1315.33,374.4000000003725,3.878,3.618,3230.447999998927,4364.45,11142.59,515
475.0,1563.68,445.0,3.93,3.548,2990.2229999993,3860.22,8245.95,639
688.0,1355.22,352.19999999925494,3.834,3.631,2228.375,3068.38,8094.97,420
729.0,1299.03,357.5,3.882,3.612,2199.2011428549886,2960.34,8138.25,385
292.0,1862.75,580.0,3.973,3.492,3950.313000000082,4904.31,8697.62,816
202.0,1947.0,644.0,3.982,3.457,4241.943999999668,5156.34,8805.84,912
362.0,1812.0,570.0,3.971,3.495,3830.319999999367,4724.32,8468.32,743
915.0,191180.17,168943.6839999985,4.228,3.353,54540.004000000656,65881.38,65881.38,198
344.0,1833.0,513.0,3.92,3.526,3773.974999999628,4724.38,8673.25,764
199.0,2001.22,675.2000000001863,3.992,3.45,4393.143999999389,5336.34,8663.38,914
730.0,1162.16,325.1428571436554,3.857,3.66,1828.9464285708964,2564.38,7582.72,382
153.0,2061.5,742.0,4.003,3.42,4604.343000000343,5552.34,8797.41,955
68.0,2160.0,790.8000000000466,4.001,3.395,4940.352000000188,5876.35,9152.35,1066
692.0,193453.91,175633.91200015135,4.242,3.339,59249.98399999924,70800.0,70800.0,416
86.0,2150.56,753.0,3.985,3.413,4868.34300000011,5804.34,9229.47,1022
868.0,1213.88,332.0,3.853,3.64,1972.9464285708964,2708.38,7626.06,240
699.0,1446.5,402.51428571529686,3.889,3.601,2646.60671428591,3464.32,8030.46,409
438.0,1712.32,516.0,3.95,3.519,3449.919999999925,4328.32,8222.49,670
141.0,2064.0,724.7999999998137,4.002,3.429,4623.575000000186,5552.38,8900.38,964
704.0,1295.88,339.5,3.842,3.645,2156.219000000506,2960.25,7792.8,404
30.0,2228.27,849.5929999999935,4.049,3.373,5146.359000000055,6133.38,9371.03,1078
724.0,1305.84,361.0,3.879,3.609,2342.2180000003427,3140.22,8240.06,390
117.0,2059.11,692.3999999999069,3.986,3.454,4580.35999999987,5516.36,8993.41,995
437.0,1605.6,466.0,3.936,3.563,3110.383000001312,3968.38,8192.16,675
334.0,1832.19,570.0,3.969,3.499,3890.313000001013,4796.31,8900.62,769
1079.0,829.69,200.0714285708964,3.761,3.721,1045.175000000745,1556.38,7996.62,24
197.0,1936.47,620.7999999998137,3.976,3.481,4169.9119999995455,5084.31,8811.62,915
676.0,1452.0,418.5,3.88,3.58,2636.219000000506,3464.25,8396.22,458
516.0,1613.38,477.0,3.916,3.533,3146.3119999989867,4040.31,8745.86,592
348.0,1800.41,546.0,3.966,3.507,3752.311999999918,4688.31,8649.47,760
13.0,2267.87,892.7989999999991,4.044,3.37,5265.344000000157,6252.32,9548.54,1095
416.0,1764.0,530.0,3.953,3.523,3656.3600000003353,4544.36,8468.36,718
959.0,1115.56,303.45454545505345,3.816,3.935,1412.375,2204.38,8112.62,149
253.0,1920.0,630.4000000003725,3.984,3.467,4169.974999999628,5084.38,8612.38,852
897.0,1116.0,311.19999999925494,3.852,3.659,1751.7715714275837,2456.34,7460.34,208
527.0,1599.97,420.4285714281723,3.877,3.579,3003.543000000529,3896.34,8452.0,581
608.0,1499.62,385.80000000074506,3.862,3.609,2690.2579999994487,3572.26,8280.73,500
552.0,1589.44,469.0,3.916,3.54,3038.375,3896.38,8171.88,556
99.0,2110.84,753.0,4.003,3.417,4774.774999999907,5732.38,9006.72,1009
356.0,1815.52,568.0,3.963,3.493,3802.752000001259,4724.35,8302.72,752
619.0,1528.81,462.0159999988973,3.9,3.857,2758.0159999988973,3696.0,8568.0,486
454.0,1670.27,437.0,3.902,3.56,3262.782999999821,4148.38,8402.85,654
2.0,7342.94,1284.4960000000028,4.237,3.242,5424.991000000002,6678.02,10543.36,1132
648.0,1399.46,366.5,3.845,3.617,2377.153999999165,3212.35,8146.34,460
419.0,1646.75,482.5714285718277,3.941,3.555,3254.359000000172,4112.36,8315.26,693
1101.0,912.0,229.7142857145518,3.774,3.709,1191.8120000008494,1772.31,7496.31,33
173.0,2027.97,686.3751999996603,3.995,3.448,4515.527999999467,5480.33,8961.41,935
603.0,1516.25,442.2857142854482,3.89,3.576,2852.351000001654,3680.35,8945.06,500
170.0,2000.3,583.2000000001863,3.948,3.485,4328.344000000041,5264.34,8905.28,938
523.0,1614.38,488.0,3.915,3.844,2917.1440000003204,3860.34,8420.56,585
967.0,1138.06,304.67532467469573,3.814,3.665,1718.3120000008494,2456.31,7813.38,141
349.0,1764.69,534.0,3.96,3.502,3662.2189999995753,4580.22,8535.5,765
917.0,1171.94,320.0,3.831,3.659,1849.493857141584,2564.35,7809.82,191
241.0,1944.0,648.0,3.988,3.464,4241.943999999203,5156.34,8684.34,864
1020.0,1093.98,288.2637362629175,3.801,3.68,1597.4938571434468,2276.35,7730.91,88
702.0,1356.0,371.5,3.87,3.636,2353.454857144505,3140.31,8115.64,432
112.0,2132.51,661.6000000000931,3.951,3.45,4731.526200000197,5696.32,9355.74,996
899.0,1116.0,309.59999999962747,3.851,3.661,1710.5197142846882,2420.23,7424.23,206
825.0,1104.47,288.06299999915063,3.807,3.678,1638.6297142859548,2348.34,7404.59,283
393.0,1698.75,500.0,3.955,3.521,3421.0499999998137,4328.25,8321.78,715
1006.0,1008.0,268.0879120863974,3.8,3.686,1430.313000002876,2060.31,7604.31,128
257.0,1935.62,632.7999999998137,3.983,3.468,4169.943999999203,5120.34,8583.72,856
683.0,1392.0,387.08571428619325,3.904,3.608,2534.3279999997467,3356.33,7856.33,422
200.0,1992.0,663.2000000001863,3.985,3.454,4371.544000000693,5300.34,8792.34,934
706.0,1282.02,348.0,3.887,3.621,2192.3209999986,2960.32,7850.65,402
881.0,1116.0,305.59999999962747,3.826,3.663,1705.455857142806,2420.31,7820.31,253
582.0,1508.56,391.88571428507566,3.868,3.598,2696.3120000008494,3572.31,8210.69,526
348.0,1772.09,537.0,3.966,3.508,3658.650000000373,4580.25,8432.25,760
783.0,1231.5,340.0,3.88,3.636,1993.455857142806,2744.31,7468.81,330
94.0,2120.38,768.0,4.006,3.407,4844.344000000041,5804.34,9201.41,1009
678.0,1474.0,424.2857142854482,3.897,3.577,2672.281000001356,3536.28,8051.88,435
1041.0,984.0,256.45714285597205,3.79,3.698,1367.320000000298,1988.32,7712.32,93
826.0,1133.81,304.6285714283585,3.857,3.648,1787.6465714294463,2492.22,7685.66,282
442.0,1676.55,492.0,3.945,3.532,3368.39100000076,4256.39,8698.66,661
1032.0,23806.94,246.00050000287592,3.792,3.961,959.063000002876,1715.06,8428.0,102
763.0,1313.06,363.9000000003725,3.872,3.615,2258.375,3032.38,7701.31,345
171.0,2042.28,722.3999999999069,3.998,3.428,4550.343999999575,5480.34,8723.2,937
79.0,2148.0,794.3999999999069,4.01,3.398,4911.558999999892,5840.36,9044.36,1026
249.0,1918.75,624.7999999998137,3.978,3.473,4162.588000000455,5084.19,8894.09,854
346.0,1779.81,481.0,3.924,3.538,3608.3439999995753,4544.34,8457.84,762
921.0,1167.8,320.0,3.844,3.654,1859.678571429104,2564.25,7619.13,187
701.0,1413.22,390.8571428563446,3.892,3.601,2606.351000001654,3428.35,7878.2,407
498.0,195805.79,3630.0149999996647,4.256,3.323,63089.98900000006,74700.0,74700.0,610
331.0,1872.2,594.0,3.976,3.488,3980.3600000003353,4904.36,8480.42,782
542.0,1500.0,423.771428572014,3.931,3.566,2810.375,3644.38,8108.38,566
256.0,1937.28,632.4000000003725,3.984,3.468,4177.206000000238,5120.41,8578.84,857
673.0,1327.69,365.4000000003725,3.886,3.604,2276.375,3068.38,8018.03,441
872.0,1033.0,275.4725274723023,3.811,3.676,1502.375,2168.38,7853.25,236
793.0,1110.72,302.40000000037253,3.838,3.655,1684.9224285706878,2384.35,8076.55,310
1067.0,948.0,245.7352941185236,3.783,3.701,1284.3440000005066,1880.34,7676.34,67
82.0,2137.53,774.0,4.006,3.408,4861.175000000047,5804.38,9117.56,1026
710.0,1324.41,366.0,3.882,3.608,2294.3279999997467,3068.33,8111.36,404
66.0,2172.0,795.0,4.001,3.393,4952.354999999981,5912.35,9152.35,1068
653.0,1365.25,393.2571428567171,3.853,3.602,2358.5977142862976,3176.31,8760.19,450
814.0,1188.0,326.6666666660458,3.837,3.651,1895.7565714288503,2636.33,7928.33,320
606.0,1500.6,389.4857142847032,3.859,3.604,2693.9519999995828,3572.35,8377.06,502
1122.0,876.0,218.6999999992549,3.767,3.713,1132.3120000008494,1700.31,7496.38,12
896.0,1186.46,324.6666666660458,3.846,3.647,1900.922428570688,2636.35,7570.62,212
906.0,1185.23,324.0,3.849,3.646,1892.327999999747,2600.33,7630.66,202
132.0,2085.61,701.6000000000931,3.979,3.436,4652.344000000041,5588.34,9085.95,976
505.0,1624.9,469.7142857145518,3.931,3.552,3188.285000000149,5889.84,7978.48,603
299.0,1814.28,562.0,3.964,3.489,3806.2189999995753,4724.22,8604.75,815
396.0,1716.0,511.0,3.962,3.517,3500.3430000003427,4400.34,8396.34,712
57.0,2167.0,681.625,4.0,3.43,4845.375,5825.38,9185.19,1051
895.0,1188.26,324.6666666660458,3.845,3.646,1910.3519999999555,2636.35,7608.86,213
816.0,1276.0,350.0,3.866,3.63,2150.343999998644,2924.34,7745.88,292
447.0,1707.83,520.2857142854482,3.956,3.515,3434.360000000336,4328.36,8241.7,661
960.0,1044.0,285.95454545505345,3.834,3.676,1556.375,2204.38,7712.38,148
944.0,1023.91,273.0,3.831,3.675,1502.343999998644,2132.34,7564.44,164
1095.0,982.0,260.6857142858207,3.793,3.68,1367.375,1988.38,7727.12,13
121.0,2087.81,735.0,3.998,3.429,4700.351999999955,5660.35,8996.52,987
532.0,1616.09,482.5714285718277,3.923,3.534,3134.343999999576,4004.34,8156.94,576
879.0,1120.19,307.19999999925494,3.844,3.65,1726.0272857137024,2420.31,7842.19,235
1123.0,876.0,217.4285714291036,3.767,3.714,1124.25,1700.25,7460.25,11
880.0,1164.0,323.3333333339542,3.861,3.652,1864.923428570852,2600.35,7316.35,225
288.0,1833.28,504.0,3.93,3.523,3766.7120000002906,4688.31,8633.38,820
734.0,1169.09,314.6666666660458,3.837,3.65,1826.405999999493,2564.41,8013.5,374
13.0,2266.98,792.0,3.995,3.41,5139.392000000109,6126.4,9694.56,1095
146.0,2040.0,710.3999999999069,3.996,3.435,4598.406000000425,5552.41,9066.94,957
251.0,1939.62,657.5999999996275,3.987,3.456,4202.343000000343,5120.34,8599.31,857
523.0,1418.83,412.7970000002533,3.907,3.773,2450.3430000003427,3353.0,8265.12,589
891.0,1025.41,276.2857142854482,3.817,3.676,1461.8829999994489,2096.38,8041.89,212
235.0,1975.28,571.2000000001863,3.93,3.5,4213.111999999732,5156.31,8993.38,873
165.0,2026.72,690.0,3.99,3.445,4501.151999999769,5444.35,8852.1,943
933.0,1172.2,314.80000000074506,3.821,3.661,1792.90214285627,2528.34,7898.72,175
834.0,1176.0,321.77142857015133,3.839,3.651,1864.915428571403,2600.34,7928.34,300
571.0,1524.31,457.218500001356,3.9,3.745,2667.31299999915,3619.0,9156.31,532
524.0,1656.0,508.0,3.929,3.531,3266.343999999576,4148.34,8468.34,581
775.0,1168.81,316.0,3.868,3.638,1859.803571429104,2600.38,7559.5,333
992.0,1008.0,276.9350649341941,3.828,3.684,1466.3129999991506,2096.31,7604.31,116
751.0,1334.31,366.5,3.879,3.613,2306.3120000008494,3104.31,7748.12,357
469.0,1630.5,470.5714285718277,3.934,3.543,3206.343999999576,4076.34,8576.34,634
151.0,2063.91,742.7999999998137,4.003,3.42,4616.343999999575,5552.34,8787.56,957
249.0,1892.19,610.0,3.975,3.473,4054.775000000373,4976.38,8745.16,865
228.0,1921.47,542.0,3.94,3.507,4069.1749999998137,5012.38,8743.0,880
265.0,1847.39,571.2000000001863,3.962,3.504,3866.3519999999553,4760.35,8655.16,847
1002.0,892.31,227.5,3.777,3.706,1180.375,1736.38,7659.94,106
664.0,1476.0,426.0,3.881,3.577,2684.18799999915,3536.19,8396.19,470
542.0,1644.0,496.0,3.917,3.536,3224.3120000008494,4112.31,8504.31,592
641.0,1373.44,379.542857144028,3.895,3.595,2420.343999998644,3212.34,8099.88,473
122.0,2085.73,733.6000000000931,3.998,3.429,4688.23499999987,5660.23,8993.45,986
1003.0,949.38,250.5,3.815,3.69,1326.8120000008494,1916.31,7308.56,105
333.0,1836.16,572.0,3.969,3.498,3896.375,4832.38,8920.09,770
599.0,1596.0,474.0,3.914,3.561,3092.255999999121,3932.26,8360.26,506
697.0,1368.0,374.5,3.899,3.612,2466.63671428524,3248.35,8108.35,411
980.0,1069.06,293.1428571436554,3.845,3.677,1582.026285711676,2240.31,7322.19,133
431.0,1735.46,467.0,3.903,3.553,3442.7200000006706,4364.32,8577.09,677
4.0,7288.38,1068.671999999999,4.247,3.235,5459.995999999992,6706.01,10405.73,1104
940.0,1094.14,299.688311688602,3.833,3.662,1700.390000000596,2348.39,7972.92,172
27.0,2241.41,892.795999999973,4.05,3.361,5167.375,6140.36,9191.81,1081
612.0,1485.02,386.0999999996274,3.858,3.605,2636.359999999404,3500.36,8348.89,496
576.0,1521.31,395.6999999992549,3.868,3.597,2726.3120000008494,3608.31,8252.5,532
179.0,2026.05,691.2000000001863,3.994,3.444,4478.25,5408.25,8705.12,934
456.0,1727.49,512.0,3.953,3.527,3506.384000000544,4400.38,8314.59,657
391.0,1776.0,545.5999999996275,3.968,3.504,3680.35899999924,4580.36,8432.36,714
601.0,1508.99,435.0,3.89,3.573,2792.320000000298,3644.32,8767.14,507
311.0,1918.98,614.0,3.977,3.484,4124.320000000298,5048.32,8596.48,802
646.0,1405.31,367.0,3.845,3.617,2384.352999998257,3248.35,8093.6,462
511.0,1577.3,407.6571428570896,3.892,3.583,2967.5519999992102,3860.35,8290.3,597
755.0,1345.62,370.80000000074506,3.871,3.615,2317.455857142806,3104.31,7977.44,353
261.0,1905.38,600.0,3.976,3.485,4119.427000000142,5048.23,8759.13,847
1089.0,839.0,191.5,3.741,3.735,984.375,1556.38,7056.31,19
131.0,2048.19,715.2000000001863,3.993,3.43,4586.219000000041,5516.22,9003.55,983
293.0,1824.0,568.0,3.965,3.487,3836.4060000004247,4760.41,8610.41,821
666.0,1413.77,398.0999999996274,3.88,3.577,2510.2659999988973,3320.27,8319.69,442
61.0,2180.99,795.1999999999534,4.002,3.399,5235.42399999965,6200.22,9614.43,1047
684.0,1428.0,391.88571428507566,3.876,3.616,2522.2560000009835,3320.26,8432.26,450
627.0,1397.88,386.4000000003725,3.901,3.591,2498.3120000008494,3320.31,8122.38,487
471.0,1670.19,443.5714285718277,3.893,3.565,3226.758999999613,4148.36,8449.19,637
617.0,1583.84,468.0,3.916,3.555,3032.3279999997467,3896.33,8260.97,496
953.0,961.47,251.77142857015133,3.795,3.692,1340.25,1952.25,7862.0,155
123.0,2109.38,756.0,3.998,3.414,4753.049999999814,5696.25,8872.8,985
624.0,1449.78,415.7142857145518,3.88,3.577,2606.344000000506,3428.34,8591.19,484
364.0,1779.84,536.0,3.965,3.512,3686.288999999873,4616.29,8653.22,744
314.0,1908.0,612.7999999998137,3.974,3.483,4141.026999999769,5048.23,8720.23,820
171.0,1992.0,671.2000000001863,3.994,3.452,4430.343000000343,5372.34,8841.78,937
1076.0,936.0,238.83333333395424,3.777,3.704,1245.8129999991506,1844.31,7568.31,58
463.0,1644.0,480.4285714281723,3.952,3.536,3278.375,4148.38,8324.38,645
1096.0,912.0,230.6999999992549,3.774,3.707,1200.1879999991506,1772.19,7568.19,38
682.0,1367.25,354.40000000037253,3.836,3.63,2261.944000000134,3104.34,8121.81,426
492.0,1596.76,465.0,3.932,3.541,3068.3289999999106,3968.33,8005.55,616
1076.0,855.81,218.28947368450463,3.792,3.712,1100.311999997124,1664.31,7239.12,32
261.0,1932.0,627.2000000001863,3.973,3.473,4160.378999999724,5084.38,8720.38,873
632.0,1438.53,375.08571428619325,3.852,3.612,2492.3430000003427,3356.34,8248.44,476
874.0,1120.56,307.59999999962747,3.843,3.65,1731.169142857194,2420.31,7848.06,240
234.0,1966.28,650.0,3.987,3.463,4277.94299999997,5228.34,8596.86,879
182.0,2020.77,687.6000000000931,3.994,3.445,4454.328000000212,5408.33,8698.22,931
422.0,1740.0,527.0,3.961,3.516,3601.080999999307,4508.28,8432.28,683
761.0,1255.44,347.0,3.886,3.631,2060.375,2816.38,7580.56,352
494.0,1457.2,414.1714285714552,3.917,3.589,2654.3119999989867,3500.31,7997.01,618
421.0,1764.0,480.0,3.904,3.546,3536.2970000002533,4472.3,8663.81,687
425.0,1623.22,473.1428571427241,3.931,3.845,3025.1749999998137,3932.38,8395.12,687
656.0,1492.25,434.0571428555995,3.902,3.567,2744.3209999986,3572.32,8088.87,452
496.0,1528.55,431.0,3.918,3.555,2942.328000000678,3824.33,8533.73,607
155.0,2057.06,619.2000000001863,3.945,3.47,4486.774999999907,5444.38,9161.12,953
689.0,1271.53,348.5,3.871,3.627,2147.7875714302063,2924.36,8343.37,414
637.0,1456.34,414.8571428563446,3.888,3.57,2624.344000000506,3464.34,8398.66,471
1012.0,984.0,268.0879120863974,3.819,3.695,1421.3519999999553,2024.35,7640.35,96
111.0,2111.19,753.0,4.005,3.414,4748.375,5696.38,8860.06,1002
318.0,1862.53,588.0,3.973,3.495,3986.327999999746,4904.33,8885.92,785
1002.0,1044.0,289.40259740129113,3.836,3.679,1571.8035714291036,2240.38,7496.38,103
247.0,1887.22,528.0,3.936,3.513,3946.7120000002906,4904.31,8671.62,861
566.0,1495.38,434.5714285708964,3.885,3.566,2774.375,3644.38,8760.25,537
949.0,984.84,249.59999999962747,3.782,3.704,1308.8440000005066,1952.34,7236.78,159
29.0,2230.39,852.0,4.049,3.373,5153.405999999959,6140.38,9391.03,1079
779.0,1232.0,340.5,3.88,3.636,2003.803571429104,2780.38,7429.94,334
735.0,1260.0,350.5,3.886,3.623,2106.598714284599,2888.31,7604.31,370
126.0,2035.58,681.6000000000931,3.986,3.457,4501.160000000149,5444.36,8922.25,986
859.0,1140.0,312.0,3.831,3.659,1762.0892857145518,2492.38,7892.38,275
1051.0,827.22,203.5,3.785,3.731,1032.3430000003427,1556.34,6842.69,61
830.0,1214.78,335.0,3.874,3.645,1952.375,2708.38,7490.38,283
696.0,1254.46,352.0,3.86,3.638,2888.320000000298,4420.32,10778.37,416
1040.0,895.0,213.59999999962747,3.755,3.724,1112.3430000003427,1700.34,7129.0,68
114.0,2112.77,762.0,4.001,3.412,4810.720000000205,5768.32,9251.33,989
834.0,1068.0,290.0571428555995,3.829,3.664,1566.6607142854482,2240.38,8197.5,269
12.0,2269.7,883.2000000000698,4.02,3.907,1919.456000000122,2892.45,6279.36,1096
71.0,2173.44,793.0,4.008,3.398,4947.551000000443,5912.35,9080.74,1042
1112.0,900.0,225.59999999962747,3.771,3.709,1172.375,1736.38,7568.38,22
1084.0,831.88,209.1315789464861,3.782,3.719,1044.375,1592.38,7244.69,24
163.0,2018.79,687.9960000002757,3.986,3.458,4490.386000000406,5408.39,8975.91,951
639.0,1368.0,381.5999999996274,3.912,3.592,2451.2011428549886,3248.34,7928.34,469
295.0,1861.88,590.0,3.97,3.487,3968.3439999995753,4904.34,8857.03,808
291.0,1837.56,572.7999999998137,3.971,3.493,3867.4189999997616,4796.22,8542.16,817
478.0,1641.09,435.0,3.886,3.566,3116.3520000008866,4040.35,8430.95,630
512.0,1584.03,451.0,3.943,3.557,3074.343999999576,3932.34,8288.34,596
913.0,1128.0,308.0571428555995,3.827,3.663,1731.178142854944,2420.32,7928.32,221
627.0,1523.62,407.3142857141793,3.858,3.585,2787.5129999984056,3644.31,8383.69,481
1023.0,972.0,265.9615384619683,3.819,3.693,1389.8440000005066,1988.34,7568.34,85
396.0,1781.61,546.0,3.967,3.506,3673.160000000149,4580.36,8350.89,717
412.0,1724.42,456.8571428572759,3.912,3.554,3435.387999999337,4328.19,8486.21,696
833.0,1171.72,321.3333333339542,3.854,3.639,1870.058285713196,2600.34,7896.81,281
592.0,1443.88,417.0,3.872,3.578,2594.375,3428.38,8761.5,511
470.0,1660.38,492.0,3.941,3.531,3277.1899999994785,4184.39,8088.06,638
977.0,1065.38,286.2857142854482,3.805,3.673,1560.8129999991506,2240.31,7544.69,131
993.0,1008.0,275.1428571436554,3.826,3.683,1466.375,2096.38,7568.38,115
322.0,1872.0,600.0,3.98,3.484,4022.327999999746,4940.33,8540.33,783
245.0,1904.81,609.5999999996275,3.98,3.479,4090.713000000456,5012.31,8672.44,863
919.0,1215.65,339.30000000074506,3.845,3.638,1972.829428570345,2708.26,8167.91,189
247.0,1897.06,612.0,3.976,3.472,4069.143000000157,4976.34,8778.78,865
194.0,2004.0,668.0,3.986,3.452,4400.25,5336.25,8843.28,940
828.0,1308.12,364.80000000074506,3.867,3.612,2204.344000000506,2960.34,8243.62,280
600.0,1510.72,438.51428571529686,3.889,3.574,2798.3829999994487,3644.38,8751.2,508
1026.0,1019.86,268.91428571380675,3.795,3.686,1457.327999999747,2096.33,7447.2,82
461.0,1626.27,464.79999999981374,3.942,3.541,3194.374499999918,4076.36,8244.71,647
746.0,1260.19,348.6666666660458,3.87,3.619,2106.598714288324,2852.31,7943.62,368
968.0,1104.19,300.155844155699,3.828,3.666,1679.8035714291036,2348.38,7430.62,140
596.0,1543.52,448.7142857145518,3.884,3.591,3419.383999999613,4580.38,10408.8,512
499.0,1605.64,459.8571428572759,3.944,3.546,3104.3590000011027,3968.36,8021.73,614
255.0,1877.06,518.0,3.927,3.807,3805.120000000112,4762.72,8756.45,853
130.0,2096.45,751.2000000001863,3.998,3.418,4706.327999999747,5660.33,8800.27,978
521.0,1632.42,496.0,3.932,3.531,3188.359000000172,4076.36,8261.55,587
543.0,1389.88,393.0,3.906,3.607,2450.375,3284.38,7858.84,569
